OBJECTID_1,name,MGRS_10km,POINT_X,POINT_Y
"54",Apodemus agrarius,33TWL77,15.96554035880,45.82448957520
"55",Apodemus agrarius,33TWL64,15.83279963730,45.55550849580
"56",Apodemus agrarius,33TWL94,16.21709512230,45.55206012260
"57",Apodemus agrarius,33TWL95,16.21904239920,45.64204958940
"58",Apodemus agrarius,33TXL03,16.31058357900,45.46100797460
"59",Apodemus agrarius,33TXL13,16.47090210620,45.45906168900
"60",Apodemus agrarius,33TXL23,16.59875852880,45.45734331720
"61",Apodemus agrarius,33TXL24,16.60130786720,45.54731950280
"62",Apodemus agrarius,33TXL26,16.60644288660,45.72726726780
"63",Apodemus agrarius,33TXL42,16.81890360490,45.36402960090
"64",Apodemus agrarius,33TXL53,16.98225183820,45.45133008600
"65",Apodemus agrarius,33TXL73,17.23784116490,45.44660657230
"66",Apodemus agrarius,33TXL88,17.38463985150,45.89368682250
"67",Apodemus agrarius,33TYL16,17.72887495830,45.70595489290
"68",Apodemus agrarius,33TXL81,17.35812466920,45.26415636220
"69",Apodemus agrarius,33TYL01,17.61280388390,45.25861070760
"70",Apodemus agrarius,33TYL11,17.74011479330,45.25562517360
"71",Apodemus agrarius,34TBR65,18.02631207810,45.60982865940
"72",Apodemus agrarius,34TBR76,18.10968676320,45.70198768510
"73",Apodemus agrarius,34TBR77,18.10503981600,45.79188028670
"74",Apodemus agrarius,34TCR07,18.49063177970,45.80100596610
"75",Apodemus agrarius,34TCR17,18.65225257280,45.80443711850
"76",Apodemus agrarius,34TCR27,18.71468205030,45.80570349010
"77",Apodemus agrarius,34TCR37,18.87639617560,45.80883102220
"78",Apodemus agrarius,34TCR38,18.87296849610,45.89877478640
"79",Apodemus agrarius,34TCR28,18.74415566920,45.89630334090
"80",Apodemus agrarius,34TCR05,18.49867213640,45.62116224040
"81",Apodemus agrarius,34TCR02,18.51059091250,45.35138393940
"82",Apodemus agrarius,34TCR13,18.63438890670,45.44403054290
"83",Apodemus agrarius,34TCR22,18.76570864810,45.35666229190
"84",Apodemus agrarius,34TCR21,18.76924174950,45.26671637300
"85",Apodemus agrarius,34TCR23,18.76215883500,45.44660657180
"86",Apodemus agrarius,34TCR24,18.79142960350,45.53718312790
"87",Apodemus agrarius,34TCR25,18.78790112090,45.62712615770
"88",Apodemus agrarius,34TCR35,18.88320295020,45.62893863290
"89",Apodemus agrarius,34TCR45,19.01141325310,45.63124328310
"90",Apodemus agrarius,34TCR46,19.00822323790,45.72119748870
"91",Apodemus agrarius,34TCR44,18.98174112290,45.54070563150
"92",Apodemus agrarius,34TCR43,19.01774816160,45.45133008560
"93",Apodemus agrarius,34TCR42,19.02089322940,45.36137109550
"94",Apodemus agrarius,33TXL70,17.25996335450,45.17611977400
"95",Apodemus agrarius,33TYL10,17.73579759240,45.16571214750
"96",Apodemus agrarius,33TYK29,17.82560140810,45.07350033720
"97",Apodemus agrarius,33TYK28,17.88675497720,44.98195087090
"98",Apodemus agrarius,34TBR60,18.03793677560,45.16005755290
"99",Apodemus agrarius,34TBR61,18.03563369860,45.25001445960
"100",Apodemus agrarius,34TBQ79,18.17439859210,45.07350033690
"101",Apodemus agrarius,34TBR91,18.38719611630,45.25861070740
"102",Apodemus agrarius,34TCR51,19.11880028500,45.27300552260
"103",Apodemus agrarius,34TCR61,19.27886412090,45.27553650410
"104",Apodemus agrarius,34TCR71,19.40630415610,45.27738634160
"105",Apodemus agrarius,34TCR62,19.27613704740,45.36550997850
"106",Apodemus agrarius,34TCR53,19.14556564660,45.45347747700
"107",Apodemus agrarius,34TCR55,19.17238920070,45.63392689060
"108",Apodemus agrarius,34TCR76,19.39355711330,45.72726726740
"109",Apodemus agrarius,34TCR94,19.65482348130,45.55062346160
"110",Apodemus agrarius,34TDR28,20.03290004020,45.91448228280
"111",Apodemus agrarius,34TDR25,20.03755672100,45.64449976510
"112",Apodemus agrarius,34TDR24,20.03909428550,45.55450266330
"113",Apodemus agrarius,34TDR34,20.16720036270,45.55550849530
"114",Apodemus agrarius,34TDR33,20.16852671160,45.46550679470
"115",Apodemus agrarius,34TDR35,20.19822858980,45.64573439050
"116",Apodemus agrarius,34TCR60,19.28157836430,45.18556147820
"117",Apodemus agrarius,34TCQ68,19.25453910550,45.00510969320
"118",Apodemus agrarius,34TCQ79,19.41131931170,45.09742323240
"119",Apodemus agrarius,34TDR00,19.82284771060,45.19241835760
"120",Apodemus agrarius,34TDR10,19.91788345160,45.19336440790
"121",Apodemus agrarius,34TDQ19,19.91958523390,45.10336352260
"122",Apodemus agrarius,34TDQ29,20.04667404270,45.10449519150
"123",Apodemus agrarius,34TDR20,20.01292233460,45.19421945660
"124",Apodemus agrarius,34TDR40,20.29977051710,45.19634444990
"125",Apodemus agrarius,34TDQ49,20.30087187960,45.10633427920
"126",Apodemus agrarius,34TDQ48,20.30196806860,45.01632266290
"127",Apodemus agrarius,34TDR51,20.39401719450,45.28689291740
"128",Apodemus agrarius,34TDQ98,20.93654021360,45.01843826820
"129",Apodemus agrarius,34TEQ17,21.15837655810,44.92832045710
"130",Apodemus agrarius,34TEQ26,21.31630695380,44.83797702970
"131",Apodemus agrarius,34TEQ18,21.19037889230,45.01829722130
"132",Apodemus agrarius,34TEQ29,21.34974890040,45.10793269890
"133",Apodemus agrarius,34TER10,21.19097830050,45.19833137210
"134",Apodemus agrarius,34TDQ05,19.80002296050,44.74208797430
"135",Apodemus agrarius,34TDQ15,19.92631289410,44.74334523870
"136",Apodemus agrarius,34TDQ16,19.89255204920,44.83303942500
"137",Apodemus agrarius,34TDQ14,19.92797516800,44.65333698360
"138",Apodemus agrarius,34TDQ13,19.92962967450,44.56332725520
"139",Apodemus agrarius,34TDQ34,20.21198268410,44.65564402570
"140",Apodemus agrarius,34TDQ25,20.05261063930,44.74446286880
"141",Apodemus agrarius,34TDQ45,20.30522589140,44.74627914080
"142",Apodemus agrarius,34TDQ46,20.30414504510,44.83629509360
"143",Apodemus agrarius,34TDQ55,20.46329240090,44.74712549820
"144",Apodemus agrarius,34TDQ64,20.55854601610,44.65751533250
"145",Apodemus agrarius,34TDQ56,20.43065719280,44.83699588420
"146",Apodemus agrarius,34TDQ66,20.58892600070,44.83766934240
"147",Apodemus agrarius,34TDQ76,20.68369304620,44.83797702970
"148",Apodemus agrarius,34TDQ86,20.81021490280,44.83825736500
"149",Apodemus agrarius,34TDQ95,20.93683641900,44.74837502940
"150",Apodemus agrarius,34TEQ06,21.09496669530,44.83836967240
"151",Apodemus agrarius,34TEQ14,21.18919685030,44.65821180280
"152",Apodemus agrarius,34TEQ15,21.18949028390,44.74823529720
"153",Apodemus agrarius,34TEQ02,21.06287151390,44.47829896440
"154",Apodemus agrarius,34TCQ61,19.30544118040,44.37571654380
"155",Apodemus agrarius,34TCQ70,19.40134499970,44.28706466930
"156",Apodemus agrarius,34TDQ30,20.18521280280,44.29535238580
"157",Apodemus agrarius,34TDP83,20.78281660480,43.66779867390
"158",Apodemus agrarius,34TDP74,20.68944030630,43.75762839150
"159",Apodemus agrarius,34TDP64,20.56521945380,43.75722336010
"160",Apodemus agrarius,34TDP67,20.56324996530,44.02732599230
"161",Apodemus agrarius,34TDP46,20.31472937130,43.93607054990
"162",Apodemus agrarius,34TCQ09,18.52234218620,45.08159042180
"163",Apodemus agrarius,34TCR16,18.62302577820,45.71382931870
"164",Apodemus agrarius,34TFL25,22.48935642630,41.13669451830
"165",Apodemus agrarius,34TFL37,22.61288182910,41.31517914540
"166",Apodemus agrarius,34TFL38,22.61510699170,41.40522008740
"167",Apodemus agrarius,34TFL48,22.73469373890,41.40347885000
"168",Apodemus agrarius,34TFL46,22.72992511230,41.22340638390
"169",Apodemus agrarius,34TFL58,22.85426960530,41.40161340010
"170",Apodemus agrarius,34TDN61,20.57344497510,42.58662981680
"171",Apodemus agrarius,34TDM77,20.72741279140,42.22685342510
"172",Apodemus agrarius,34TDM66,20.57647997400,42.13633724130
"173",Apodemus agrarius,34TDM95,20.93958189000,42.04703772920
"174",Apodemus agrarius,34TDM94,20.93966703450,41.95697111720
"175",Apodemus agrarius,34TDM97,20.90905101490,42.22714125630
"176",Apodemus agrarius,34TEM17,21.15145226060,42.22707732750
"177",Apodemus agrarius,34TEM27,21.27258720850,42.22685342510
"178",Apodemus agrarius,34TEM35,21.42292131430,42.04627444750
"179",Apodemus agrarius,34TEM53,21.66270908440,41.86500688330
"180",Apodemus agrarius,34TEM68,21.78875054390,42.31453242180
"181",Apodemus agrarius,34TDN42,20.32874555570,42.67551376960
"182",Apodemus agrarius,34TDN79,20.66075715880,43.30732913340
"183",Apodemus agrarius,34TEP30,21.43219683420,43.39706647500
"184",Apodemus agrarius,33TYJ39,17.93742922040,44.17044071800
"185",Apodemus agrarius,33TYJ37,17.93060794110,43.99056182490
"186",Apodemus agrarius,34TBP77,18.16169789290,43.99288830330
"187",Apodemus agrarius,34TBP85,18.35860030790,43.81754773750
"188",Apodemus agrarius,34TBP95,18.48277847200,43.82035215470
"189",Apodemus agrarius,33TXJ99,17.40753118290,44.18284565550
"190",Apodemus agrarius,33TXK62,17.07408418970,44.45948068520
"191",Apodemus agrarius,34TCQ13,18.67112659760,44.54459324140
"192",Apodemus flavicollis,33TVM15,13.89136530700,46.54320058800
"193",Apodemus flavicollis,33TUM83,13.50513284050,46.35880886780
"194",Apodemus flavicollis,33TUM82,13.50758100460,46.26884099310
"195",Apodemus flavicollis,33TVM03,13.76504187040,46.36191170500
"196",Apodemus flavicollis,33TVM04,13.76300937850,46.45188776340
"197",Apodemus flavicollis,33TVM14,13.89319273400,46.45322184640
"198",Apodemus flavicollis,33TVM02,13.76706466890,46.27193415590
"199",Apodemus flavicollis,33TVM64,14.54421988640,46.45766937650
"200",Apodemus flavicollis,33TVM53,14.41496623890,46.36708407940
"201",Apodemus flavicollis,33TVM63,14.57760345230,46.36779426890
"202",Apodemus flavicollis,33TVM73,14.67497528790,46.36811870100
"203",Apodemus flavicollis,33TVM62,14.54571449310,46.27767976280
"204",Apodemus flavicollis,33TVM52,14.41592472400,46.27709040020
"205",Apodemus flavicollis,33TVM42,14.28613952200,46.27635371940
"206",Apodemus flavicollis,33TVM32,14.18909587810,46.27570041490
"207",Apodemus flavicollis,33TVM30,14.12637543930,46.09523648880
"208",Apodemus flavicollis,33TVM41,14.28730536660,46.18636089920
"209",Apodemus flavicollis,33TVM51,14.38419367340,46.18691770850
"210",Apodemus flavicollis,33TVM50,14.41782801990,46.09709872700
"211",Apodemus flavicollis,33TVM60,14.54719489000,46.09768441990
"212",Apodemus flavicollis,33TVL38,14.19435176210,45.91572854330
"213",Apodemus flavicollis,33TVL48,14.29076974010,45.91637376400
"214",Apodemus flavicollis,33TVL69,14.54792981230,46.00768459970
"215",Apodemus flavicollis,33TVL68,14.54866124450,45.91768334700
"216",Apodemus flavicollis,33TVL79,14.67709023020,46.00812251010
"217",Apodemus flavicollis,33TVL27,14.03445964130,45.82448957520
"218",Apodemus flavicollis,33TVL37,14.16318341150,45.82550487030
"219",Apodemus flavicollis,33TVL24,14.03909428530,45.55450266360
"220",Apodemus flavicollis,33TVL35,14.19822858990,45.64573439090
"221",Apodemus flavicollis,33TVL34,14.16720036280,45.55550849570
"222",Apodemus flavicollis,33TVL45,14.32649606290,45.64656261500
"223",Apodemus flavicollis,33TVL56,14.42158066200,45.73709811930
"224",Apodemus flavicollis,33TVL54,14.42343042790,45.55708918340
"225",Apodemus flavicollis,33TVL76,14.67865020830,45.73811037100
"226",Apodemus flavicollis,33TVL85,14.80749819560,45.64839178930
"227",Apodemus flavicollis,33TVL96,14.93572955170,45.73854420730
"228",Apodemus flavicollis,33TWL15,15.19250180450,45.64839178930
"229",Apodemus flavicollis,33TWL27,15.32186731590,45.82811584570
"230",Apodemus flavicollis,33TWL37,15.45061079290,45.82768066140
"231",Apodemus flavicollis,33TWM10,15.19406184060,46.09841655780
"232",Apodemus flavicollis,33TWL29,15.32290976980,46.00812251010
"233",Apodemus flavicollis,33TWM22,15.32449218540,46.27812179500
"234",Apodemus flavicollis,33TWL55,15.67350393760,45.64656261500
"235",Apodemus flavicollis,33TWL57,15.70808641450,45.82637516060
"236",Apodemus flavicollis,33TWL48,15.58028673800,45.91710130050
"237",Apodemus flavicollis,33TWL59,15.71037955690,46.00637092180
"238",Apodemus flavicollis,33TWM41,15.61580632620,46.18691770850
"239",Apodemus flavicollis,33TWM52,15.71386047800,46.27635371930
"240",Apodemus flavicollis,33TWM44,15.58599684040,46.45707632030
"241",Apodemus flavicollis,33TWM34,15.45578011360,46.45766937650
"242",Apodemus flavicollis,33TWM24,15.32555979200,46.45811417920
"243",Apodemus flavicollis,33TUL98,13.64615370360,45.91055434770
"244",Apodemus flavicollis,33TVL08,13.80773032360,45.91234852350
"245",Apodemus flavicollis,33TVL07,13.77703525010,45.82202405640
"246",Apodemus flavicollis,33TUL83,13.52909789370,45.45906168900
"247",Apodemus flavicollis,33TUL90,13.66333069240,45.19066853300
"248",Apodemus flavicollis,33TUK99,13.66543253270,45.10067604680
"249",Apodemus flavicollis,33TVL03,13.75233764180,45.46171268320
"250",Apodemus flavicollis,33TVL32,14.16984680400,45.37550364020
"251",Apodemus flavicollis,33TVL31,14.17116067690,45.28549903130
"252",Apodemus flavicollis,33TVK49,14.30087187970,45.10633427950
"253",Apodemus flavicollis,33TVK58,14.39687474510,45.01685738960
"254",Apodemus flavicollis,33TVK57,14.42976866410,44.92701258290
"255",Apodemus flavicollis,33TVK56,14.43065719290,44.83699588470
"256",Apodemus flavicollis,33TVL63,14.55226676640,45.46765558910
"257",Apodemus flavicollis,33TVL73,14.68018814070,45.46808537330
"258",Apodemus flavicollis,33TVL83,14.77600339030,45.46830742140
"259",Apodemus flavicollis,33TVL62,14.55297768320,45.37764573820
"260",Apodemus flavicollis,33TVL70,14.68170440950,45.19804751520
"261",Apodemus flavicollis,33TVK89,14.80932210940,45.10831501020
"262",Apodemus flavicollis,33TWK19,15.19067789090,45.10831501010
"263",Apodemus flavicollis,33TWL13,15.22399660960,45.46830742140
"264",Apodemus flavicollis,33TVK96,14.90503330490,44.83836967260
"265",Apodemus flavicollis,33TVK75,14.65243158540,44.74785773620
"266",Apodemus flavicollis,33TWK13,15.18890478800,44.56818688240
"267",Apodemus flavicollis,33TWK40,15.59569908060,44.29669927590
"268",Apodemus flavicollis,33TWK36,15.41107399950,44.83766934310
"269",Apodemus flavicollis,33TWK46,15.56934280710,44.83699588470
"270",Apodemus flavicollis,33TWL52,15.70244784750,45.37636045410
"271",Apodemus flavicollis,33TWL77,15.96554035880,45.82448957520
"272",Apodemus flavicollis,33TWL23,15.31981185920,45.46808537340
"273",Apodemus flavicollis,33TWL84,16.05659773790,45.55365153520
"274",Apodemus flavicollis,33TWL94,16.21709512230,45.55206012260
"275",Apodemus flavicollis,33TWL95,16.21904239920,45.64204958940
"276",Apodemus flavicollis,33TXL24,16.60130786720,45.54731950280
"277",Apodemus flavicollis,33TXL13,16.47090210620,45.45906168900
"278",Apodemus flavicollis,33TXK04,16.32420519350,44.65069111490
"279",Apodemus flavicollis,33TXK58,16.96667374530,45.00151921570
"280",Apodemus flavicollis,33TXK02,16.35210725390,44.47030668460
"281",Apodemus flavicollis,33TXJ26,16.55720391050,43.92751385860
"282",Apodemus flavicollis,33TXJ57,16.90180746470,44.01232478220
"283",Apodemus flavicollis,33TXJ76,17.17970348120,43.91733177620
"284",Apodemus flavicollis,33TXJ39,16.68939106210,44.19573399970
"285",Apodemus flavicollis,33TXJ29,16.56429909170,44.19751585240
"286",Apodemus flavicollis,33TXK61,17.03880407120,44.37008308650
"287",Apodemus flavicollis,33TXK62,17.07408418970,44.45948068520
"288",Apodemus flavicollis,33TXK12,16.44581617650,44.46916451020
"289",Apodemus flavicollis,33TXJ44,16.80082030210,43.74386163180
"290",Apodemus flavicollis,33TXJ87,17.27565857060,44.00548763820
"291",Apodemus flavicollis,33TYJ05,17.51722152820,43.82035215500
"292",Apodemus flavicollis,33TYJ03,17.54156503890,43.63974798650
"293",Apodemus flavicollis,33TXJ92,17.41409643840,43.55247515530
"294",Apodemus flavicollis,33TYJ23,17.78924595400,43.63396891890
"295",Apodemus flavicollis,33TYJ21,17.78095873740,43.45409737510
"296",Apodemus flavicollis,33TYJ30,17.90010707280,43.36109732890
"297",Apodemus flavicollis,33TXJ99,17.40753118290,44.18284565550
"298",Apodemus flavicollis,34TCM37,19.00113323930,42.20976359080
"299",Apodemus flavicollis,34TCM29,18.87401911490,42.38758934600
"300",Apodemus flavicollis,34TCM19,18.75262278020,42.38527283380
"301",Apodemus flavicollis,34TBN91,18.50272751040,42.56020225680
"302",Apodemus flavicollis,34TCN03,18.61757862310,42.74274899920
"303",Apodemus flavicollis,34TCN32,18.98677498210,42.65978628710
"304",Apodemus flavicollis,34TCN63,19.35026924140,42.75565212820
"305",Apodemus flavicollis,34TCN19,18.71976078000,43.28510394430
"306",Apodemus flavicollis,34TCN08,18.60014370480,43.19261337670
"307",Apodemus flavicollis,34TCN07,18.60366286120,43.10264379830
"308",Apodemus flavicollis,34TCN18,18.72311543210,43.19512814560
"309",Apodemus flavicollis,34TCN26,18.85240646630,43.01753949590
"310",Apodemus flavicollis,34TCN47,19.09491880840,43.11188128150
"311",Apodemus flavicollis,34TBP62,18.09127899180,43.54095316050
"312",Apodemus flavicollis,34TBP92,18.46222036710,43.54979506600
"313",Apodemus flavicollis,34TBP91,18.46598830220,43.45984046290
"314",Apodemus flavicollis,34TCP00,18.59305651620,43.37254757620
"315",Apodemus flavicollis,34TCP21,18.83653706210,43.46745577940
"316",Apodemus flavicollis,34TBP96,18.44697294920,43.90959662980
"317",Apodemus flavicollis,34TBP95,18.48277847200,43.82035215470
"318",Apodemus flavicollis,34TBP84,18.33059752730,43.72686786490
"319",Apodemus flavicollis,34TBP74,18.20658158710,43.72390208400
"320",Apodemus flavicollis,33TYJ39,17.93742922040,44.17044071800
"321",Apodemus flavicollis,34TDN43,20.32777413190,42.76556290350
"322",Apodemus flavicollis,34TDN23,20.05242725290,42.76361009170
"323",Apodemus flavicollis,34TDN22,20.08467933120,42.67382347870
"324",Apodemus flavicollis,34TDN11,19.96414907070,42.58274133540
"325",Apodemus flavicollis,34TCN92,19.71862752530,42.67031330670
"326",Apodemus flavicollis,34TCN94,19.71491114180,42.85037746190
"327",Apodemus flavicollis,34TCN85,19.55931642840,42.93857004010
"328",Apodemus flavicollis,34TCN96,19.71116042010,43.03043567080
"329",Apodemus flavicollis,34TCP70,19.45669342230,43.38746876150
"330",Apodemus flavicollis,34TDP00,19.82699869810,43.39186717670
"331",Apodemus flavicollis,34TDN09,19.82873117010,43.30184061060
"332",Apodemus flavicollis,34TDN19,19.95200119240,43.30303659060
"333",Apodemus flavicollis,34TEL03,21.05942152540,40.96614490120
"334",Apodemus flavicollis,34TDL93,20.94057847500,40.96614490120
"335",Apodemus flavicollis,34TDL83,20.82173579050,40.96602240000
"336",Apodemus flavicollis,34TDL84,20.82149282480,41.05610419620
"337",Apodemus flavicollis,34TDL85,20.82124875540,41.14618457840
"338",Apodemus flavicollis,34TDL75,20.70208249180,41.14593802850
"339",Apodemus flavicollis,34TDM62,20.57885850720,41.77607751720
"340",Apodemus flavicollis,34TDM71,20.69960265670,41.68638589690
"341",Apodemus flavicollis,34TDM70,20.70002067520,41.59631479880
"342",Apodemus flavicollis,34TDL88,20.82050986520,41.41641723600
"343",Apodemus flavicollis,34TEL27,21.29873661870,41.32609299040
"344",Apodemus flavicollis,34TEL14,21.17850717520,41.05610419620
"345",Apodemus flavicollis,34TEM34,21.42232533120,41.95621022860
"346",Apodemus flavicollis,34TEM61,21.78100332540,41.68412477190
"347",Apodemus flavicollis,34TEM50,21.65993781000,41.59481208810
"348",Apodemus flavicollis,34TEL58,21.65811120840,41.41467506160
"349",Apodemus flavicollis,34TEL63,21.77244651570,40.96357253170
"350",Apodemus flavicollis,34TEL96,22.13354042200,41.23082300600
"351",Apodemus flavicollis,34TFL06,22.25283444890,41.22958671830
"352",Apodemus flavicollis,34TEM70,21.89989052110,41.59318427350
"353",Apodemus flavicollis,34TEM54,21.66364129680,41.95506894760
"354",Apodemus flavicollis,34TEM53,21.66270908440,41.86500688330
"355",Apodemus flavicollis,34TEM73,21.90366913890,41.86336364550
"356",Apodemus flavicollis,34TFM14,22.38746205680,41.94860286200
"357",Apodemus flavicollis,34TFM13,22.38551368460,41.85856107480
"358",Apodemus flavicollis,34TFM23,22.50595458650,41.85704470230
"359",Apodemus flavicollis,34TFM44,22.74926259650,41.94365955410
"360",Apodemus flavicollis,34TFM51,22.86200231760,41.67169295860
"361",Apodemus flavicollis,34TFM40,22.73950588900,41.58354520660
"362",Apodemus flavicollis,34TFL48,22.73469373890,41.40347885000
"363",Apodemus flavicollis,34TFL46,22.72992511230,41.22340638390
"364",Apodemus flavicollis,34TFL36,22.61066674610,41.22513669220
"365",Apodemus flavicollis,34TFL37,22.61288182910,41.31517914540
"366",Apodemus flavicollis,34TFL38,22.61510699170,41.40522008740
"367",Apodemus flavicollis,34TDM66,20.57647997400,42.13633724130
"368",Apodemus flavicollis,34TDM96,20.93949635560,42.13710292280
"369",Apodemus flavicollis,34TDM95,20.93958189000,42.04703772920
"370",Apodemus flavicollis,34TEM06,21.06050364480,42.13710292280
"371",Apodemus flavicollis,34TEM07,21.09094898530,42.22714125630
"372",Apodemus flavicollis,34TDM97,20.90905101490,42.22714125630
"373",Apodemus flavicollis,34TEM17,21.15145226060,42.22707732750
"374",Apodemus flavicollis,34TEM27,21.27258720850,42.22685342510
"375",Apodemus flavicollis,34TEM46,21.51412136910,42.13596167730
"376",Apodemus flavicollis,34TEM88,22.03140935850,42.31260646830
"377",Apodemus flavicollis,34TEN12,21.18307505930,42.67733423390
"378",Apodemus flavicollis,34TEN82,22.03734508330,42.67278336700
"379",Apodemus flavicollis,34TDN84,20.81639379110,42.85744250160
"380",Apodemus flavicollis,34TEN73,21.94757274700,42.76361009170
"381",Apodemus flavicollis,34TFN03,22.28322639730,42.76034612720
"382",Apodemus flavicollis,34TFN00,22.27769006030,42.49024321080
"383",Apodemus flavicollis,34TFN20,22.52098290140,42.48727219810
"384",Apodemus flavicollis,34TFN25,22.56324922090,42.93696156080
"385",Apodemus flavicollis,34TDP80,20.78378488640,43.39767314880
"386",Apodemus flavicollis,34TDN89,20.81504432190,43.30768826330
"387",Apodemus flavicollis,34TEP20,21.30871413800,43.39746647350
"388",Apodemus flavicollis,34TEP30,21.43219683420,43.39706647500
"389",Apodemus flavicollis,34TEN89,22.04799880760,43.30303659070
"390",Apodemus flavicollis,34TFN08,22.29262501540,43.21048792790
"391",Apodemus flavicollis,34TFP20,22.54330657770,43.38746876150
"392",Apodemus flavicollis,34TFN29,22.54102764510,43.29745592540
"393",Apodemus flavicollis,34TFN49,22.78748242750,43.29386912780
"394",Apodemus flavicollis,34TFN48,22.78485164290,43.20386597120
"395",Apodemus flavicollis,34TFN58,22.90788011460,43.20187978630
"396",Apodemus flavicollis,34TFN38,22.66181106430,43.20571991110
"397",Apodemus flavicollis,34TFN37,22.65937269840,43.11570941630
"398",Apodemus flavicollis,34TDP50,20.47535272050,43.39667410760
"399",Apodemus flavicollis,34TDP28,20.06273576100,44.11435000180
"400",Apodemus flavicollis,34TDP38,20.18769092420,44.11530683600
"401",Apodemus flavicollis,34TDP22,20.07115549410,43.57419629030
"402",Apodemus flavicollis,34TDP68,20.56258733970,44.11735733880
"403",Apodemus flavicollis,34TDP74,20.68944030630,43.75762839150
"404",Apodemus flavicollis,34TDP73,20.68990490660,43.66759005330
"405",Apodemus flavicollis,34TDP82,20.81421956010,43.57781863000
"406",Apodemus flavicollis,34TEP78,21.93726423890,44.11435000180
"407",Apodemus flavicollis,34TEP88,22.09390000850,44.11295175250
"408",Apodemus flavicollis,34TEP77,21.93584459850,44.02432803270
"409",Apodemus flavicollis,34TEP52,21.71243342400,43.57574412860
"410",Apodemus flavicollis,34TFP02,22.30030155630,43.57057456530
"411",Apodemus flavicollis,34TCP61,19.33080594360,43.47574219600
"412",Apodemus flavicollis,34TCP62,19.32832210680,43.56574655470
"413",Apodemus flavicollis,34TCP93,19.69775700970,43.66059249670
"414",Apodemus flavicollis,34TCP94,19.69580655770,43.75060893550
"415",Apodemus flavicollis,34TCP39,18.93540846200,44.18956718900
